,Game_id,Date,HomeTeam,HomeRank,AwayTeam,AwayRank,Wins_Home,Losses_Home,Win Percent,Wins_Visitor,Losses_Visitor,Visitor Win Percentage
1159,400591170,1/14/15,Saint Joe's,NR,Fordham,NR,7,8,[0.4666666666666667],5,10,[0.3333333333333333]
1160,400591171,1/14/15,UMass,NR,Davidson,NR,9,8,[0.5294117647058824],12,3,[0.8]
1163,400591172,1/17/15,Dayton,NR,Saint Louis,NR,15,2,[0.8823529411764706],9,9,[0.5]
1165,400591173,1/17/15,La Salle,NR,Fordham,NR,10,8,[0.5555555555555556],5,11,[0.3125]
1164,400591174,1/17/15,Duquesne,NR,VCU,17,6,10,[0.375],15,3,[0.8333333333333334]
1168,400591175,1/17/15,Richmond,NR,Davidson,NR,10,8,[0.5555555555555556],12,4,[0.75]
1170,400591176,1/20/15,Davidson,NR,Dayton,22,13,4,[0.7647058823529411],15,3,[0.8333333333333334]
1171,400591177,1/22/15,Fordham,NR,G Washington,NR,5,12,[0.29411764705882354],15,4,[0.7894736842105263]
1172,400591178,1/22/15,Duquesne,NR,St Bonaventure,NR,6,11,[0.35294117647058826],11,6,[0.6470588235294118]
1177,400591179,1/24/15,George Mason,NR,Davidson,NR,6,12,[0.3333333333333333],14,4,[0.7777777777777778]
1175,400591180,1/24/15,G Washington,NR,Duquesne,NR,16,4,[0.8],6,12,[0.3333333333333333]
1178,400591181,1/24/15,Saint Joe's,NR,Penn,NR,8,10,[0.4444444444444444],5,10,[0.3333333333333333]
1176,400591182,1/24/15,Dayton,22,Richmond,NR,16,3,[0.8421052631578947],10,9,[0.5263157894736842]
1181,400591183,1/28/15,Fordham,NR,URI,NR,5,13,[0.2777777777777778],14,5,[0.7368421052631579]
1182,400591184,1/28/15,Richmond,NR,Duquesne,NR,11,9,[0.55],6,13,[0.3157894736842105]
1183,400591185,1/29/15,UMass,NR,Dayton,NR,11,9,[0.55],16,4,[0.8]
1185,400591186,1/31/15,Saint Joe's,NR,Davidson,NR,9,11,[0.45],14,5,[0.7368421052631579]
1189,400591187,1/31/15,Duquesne,NR,George Mason,NR,7,13,[0.35],7,13,[0.35]
1191,400591188,2/1/15,Dayton,NR,Fordham,NR,17,4,[0.8095238095238095],5,14,[0.2631578947368421]
1194,400591189,2/4/15,Fordham,NR,UMass,NR,5,15,[0.25],13,9,[0.5909090909090909]
1195,400591190,2/4/15,Davidson,NR,St Bonaventure,NR,14,6,[0.7],12,8,[0.6]
1197,400591191,2/6/15,G Washington,NR,Dayton,NR,17,6,[0.7391304347826086],17,5,[0.7727272727272727]
1201,400591192,2/7/15,Davidson,NR,Duquesne,NR,15,6,[0.7142857142857143],7,14,[0.3333333333333333]
1204,400591193,2/10/15,Saint Louis,NR,Dayton,NR,10,14,[0.4166666666666667],18,5,[0.782608695652174]
1206,400591194,2/11/15,Davidson,NR,George Mason,NR,16,6,[0.7272727272727273],7,16,[0.30434782608695654]
1214,400591195,2/14/15,UMass,NR,Duquesne,NR,16,9,[0.64],8,15,[0.34782608695652173]
1211,400591196,2/14/15,Dayton,NR,St Bonaventure,NR,19,5,[0.7916666666666666],13,10,[0.5652173913043478]
1217,400591198,2/18/15,La Salle,NR,Duquesne,NR,15,11,[0.5769230769230769],8,16,[0.3333333333333333]
1218,400591199,2/18/15,G Washington,NR,Davidson,NR,17,9,[0.6538461538461539],18,6,[0.75]
1221,400591200,2/19/15,Dayton,NR,Saint Joe's,NR,20,5,[0.8],11,14,[0.44]
1223,400591201,2/21/15,Duquesne,NR,Dayton,NR,9,16,[0.36],20,6,[0.7692307692307693]
1226,400591202,2/21/15,Davidson,NR,Fordham,NR,19,6,[0.76],8,17,[0.32]
1230,400591203,2/25/15,Dayton,NR,George Mason,NR,21,6,[0.7777777777777778],8,19,[0.2962962962962963]
1231,400591204,2/25/15,URI,NR,Davidson,NR,19,7,[0.7307692307692307],20,6,[0.7692307692307693]
1232,400591205,2/25/15,Duquesne,NR,Saint Louis,NR,10,16,[0.38461538461538464],11,17,[0.39285714285714285]
1237,400591206,2/28/15,VCU,22,Dayton,NR,21,8,[0.7241379310344828],22,6,[0.7857142857142857]
1238,400591207,2/28/15,St Bonaventure,NR,Duquesne,NR,15,12,[0.5555555555555556],10,17,[0.37037037037037035]
1240,400591208,2/28/15,Davidson,NR,G Washington,NR,21,6,[0.7777777777777778],18,11,[0.6206896551724138]
1243,400591209,3/3/15,Dayton,NR,URI,NR,23,6,[0.7931034482758621],20,8,[0.7142857142857143]
1244,400591210,3/4/15,Fordham,NR,Duquesne,NR,9,19,[0.32142857142857145],11,17,[0.39285714285714285]
1249,400591211,3/5/15,Davidson,NR,VCU,NR,22,6,[0.7857142857142857],21,9,[0.7]
1252,400591212,3/7/15,La Salle,NR,Dayton,NR,16,15,[0.5161290322580645],23,7,[0.7666666666666667]
1255,400591213,3/7/15,Duquesne,NR,Davidson,NR,11,18,[0.3793103448275862],23,6,[0.7931034482758621]
414,400591214,11/17/14,Brown,NR,Northwestern,NR,1,1,[0.5],2,0,[1.0]
445,400591215,11/24/14,Illinois,NR,Brown,NR,4,0,[1.0],1,4,[0.2]
790,400591241,12/10/14,Kentucky,1,Columbia,NR,10,0,[1.0],5,3,[0.625]
716,400591258,11/20/14,South Carolina,NR,Cornell,NR,2,1,[0.6666666666666666],2,2,[0.5]
1392,400591294,12/28/14,Arizona State,NR,Harvard,NR,8,5,[0.6153846153846154],7,3,[0.7]
826,400591306,12/22/14,Vanderbilt,NR,Penn,NR,8,3,[0.7272727272727273],3,6,[0.3333333333333333]
1360,400591316,12/13/14,Cal,NR,Princeton,NR,9,1,[0.9],3,8,[0.2727272727272727]
788,400591325,12/8/14,Florida,NR,Yale,NR,4,4,[0.5],8,3,[0.7272727272727273]
851,400591329,1/3/15,Vanderbilt,NR,Yale,NR,10,3,[0.7692307692307693],10,5,[0.6666666666666666]
1262,400591337,11/14/14,Oregon State,NR,Rice,NR,1,0,[1.0],0,1,[0.0]
1263,400591339,11/14/14,UTEP,NR,Washington St,NR,1,0,[1.0],0,1,[0.0]
421,400591352,11/18/14,Minnesota,NR,W Kentucky,NR,1,1,[0.5],1,1,[0.5]
424,400591355,11/20/14,Charlotte,NR,Penn State,NR,2,0,[1.0],2,1,[0.6666666666666666]
719,400591356,11/20/14,Alabama,NR,Southern Miss,NR,3,0,[1.0],2,1,[0.6666666666666666]
721,400591359,11/21/14,Old Dominion,NR,LSU,NR,3,0,[1.0],2,1,[0.6666666666666666]
731,400591363,11/23/14,Georgia,NR,FAU,NR,3,1,[0.75],1,3,[0.25]
454,400591368,11/26/14,Wisconsin,2,UAB,NR,5,0,[1.0],2,3,[0.4]
1035,400591369,11/27/14,Saint Joe's,NR,W Kentucky,NR,3,3,[0.5],2,3,[0.4]
756,400591372,11/28/14,Arkansas,25,North Texas,NR,5,0,[1.0],4,2,[0.6666666666666666]
765,400591376,12/1/14,Marshall,NR,South Carolina,NR,3,4,[0.42857142857142855],4,3,[0.5714285714285714]
497,400591382,12/6/14,Marshall,NR,Penn State,NR,3,5,[0.375],8,1,[0.8888888888888888]
1338,400591385,12/6/14,Washington St,NR,UTSA,NR,4,4,[0.5],3,4,[0.42857142857142855]
797,400591390,12/13/14,Ole Miss,NR,W Kentucky,NR,6,3,[0.6666666666666666],4,4,[0.5]
810,400591403,12/18/14,UAB,NR,LSU,NR,4,7,[0.36363636363636365],8,2,[0.8]
1373,400591405,12/19/14,UTEP,NR,Arizona,3,6,4,[0.6],12,0,[1.0]
838,400591418,12/29/14,Auburn,NR,Mid Tennessee,NR,7,5,[0.5833333333333334],7,6,[0.5384615384615384]
837,400591420,12/29/14,LSU,NR,Southern Miss,NR,10,2,[0.8333333333333334],5,6,[0.45454545454545453]
1278,400591558,11/18/14,San Diego State,16,Utah,25,2,0,[1.0],1,1,[0.5]
1287,400591562,11/21/14,Stanford,NR,UNLV,NR,3,0,[1.0],2,1,[0.6666666666666666]
728,400591564,11/22/14,Miss St,NR,Utah State,NR,3,0,[1.0],3,1,[0.75]
1293,400591568,11/22/14,Wyoming,NR,Colorado,NR,3,0,[1.0],2,1,[0.6666666666666666]
1303,400591571,11/25/14,Colorado,NR,Air Force,NR,3,1,[0.75],3,2,[0.6]
1312,400591573,11/27/14,Washington,NR,San Jose State,NR,4,0,[1.0],1,4,[0.2]
1323,400591576,11/30/14,New Mexico,NR,USC,NR,3,3,[0.5],4,3,[0.5714285714285714]
1324,400591577,11/30/14,Fresno State,NR,Cal,NR,1,6,[0.14285714285714285],5,1,[0.8333333333333334]
1328,400591579,12/3/14,Arizona State,NR,UNLV,NR,5,2,[0.7142857142857143],4,2,[0.6666666666666666]
1342,400591586,12/7/14,Nevada,NR,Cal,NR,2,6,[0.25],7,1,[0.875]
1344,400591588,12/7/14,USC,NR,Utah State,NR,6,3,[0.6666666666666666],3,4,[0.42857142857142855]
1346,400591589,12/7/14,Washington,NR,San Diego State,13,7,0,[1.0],6,2,[0.75]
1349,400591592,12/10/14,Colorado,NR,Colorado State,NR,5,3,[0.625],9,0,[1.0]
1351,400591594,12/10/14,Cal,NR,Wyoming,NR,8,1,[0.8888888888888888],8,2,[0.8]
1379,400591604,12/20/14,UNLV,NR,Utah,14,7,3,[0.7],8,2,[0.8]
1390,400591608,12/23/14,UNLV,NR,Arizona,3,8,3,[0.7272727272727273],12,1,[0.9230769230769231]
415,400591732,11/17/14,Maryland,NR,Cent Conn St,NR,2,0,[1.0],0,2,[0.0]
422,400591755,11/19/14,Rutgers,NR,Fair Dickinson,NR,1,1,[0.5],2,1,[0.6666666666666666]
1257,400591790,11/14/14,Arizona,2,Mt St Mary's,NR,1,0,[1.0],0,1,[0.0]
1258,400593187,11/14/14,Colorado,NR,Drexel,NR,1,0,[1.0],0,1,[0.0]
1264,400593188,11/14/14,Washington,NR,S Carolina St,NR,1,0,[1.0],0,1,[0.0]
1270,400593190,11/16/14,Arizona,2,CS Northridge,NR,2,0,[1.0],0,2,[0.0]
1274,400593191,11/17/14,Arizona State,NR,Bethune-Cookman,NR,2,0,[1.0],1,1,[0.5]
1275,400593192,11/17/14,Oregon,NR,Detroit,NR,2,0,[1.0],1,1,[0.5]
1276,400593193,11/17/14,USC,NR,Tenn Tech,NR,1,1,[0.5],1,1,[0.5]
707,400593194,11/17/14,Colorado,NR,Auburn,NR,2,0,[1.0],1,1,[0.5]
1279,400593195,11/18/14,Oregon State,NR,Corban U,NR,2,0,[1.0], ,,[0.0]
1280,400593196,11/19/14,Arizona,2,UC Irvine,NR,3,0,[1.0],2,1,[0.6666666666666666]
1284,400593197,11/20/14,UCLA,NR,Nicholls State,NR,3,0,[1.0],0,2,[0.0]
1289,400593198,11/21/14,Utah,25,UC Riverside,NR,2,1,[0.6666666666666666],1,2,[0.3333333333333333]
1295,400593200,11/23/14,UCLA,NR,LBSU,NR,4,0,[1.0],2,3,[0.4]
737,400593201,11/24/14,Arizona,3,Missouri,NR,4,0,[1.0],2,2,[0.5]
443,400593202,11/24/14,Maryland,NR,Arizona State,NR,4,0,[1.0],3,1,[0.75]
446,400593203,11/24/14,Oregon,NR,Michigan,19,3,1,[0.75],4,0,[1.0]
1304,400593204,11/25/14,Stanford,NR,Delaware,NR,4,1,[0.8],0,4,[0.0]
1305,400593205,11/25/14,USC,NR,CS Fullerton,NR,3,3,[0.5],1,3,[0.25]
1309,400593206,11/26/14,Cal,NR,Cal Poly,NR,4,1,[0.8],2,2,[0.5]
1313,400593207,11/27/14,UCSB,NR,Washington St,NR,2,2,[0.5],1,3,[0.25]
1320,400593208,11/29/14,Utah,NR,Alabama State,NR,5,1,[0.8333333333333334],2,3,[0.4]
1333,400593209,12/3/14,Oregon,NR,Concordia (OR),NR,5,2,[0.7142857142857143], ,,[0.0]
1335,400593210,12/3/14,UCLA,NR,CS Fullerton,NR,6,2,[0.75],3,5,[0.375]
781,400593212,12/6/14,Texas A&M,NR,Arizona State,NR,6,1,[0.8571428571428571],5,3,[0.625]
785,400593213,12/7/14,Oregon,NR,Ole Miss,NR,5,3,[0.625],6,2,[0.75]
784,400593214,12/7/14,Georgia,NR,Colorado,NR,5,3,[0.625],5,2,[0.7142857142857143]
1347,400593215,12/9/14,Arizona,3,Utah Valley,NR,9,0,[1.0],3,5,[0.375]
1352,400593216,12/10/14,UCLA,NR,UC Riverside,NR,8,2,[0.8],5,4,[0.5555555555555556]
1353,400593217,12/13/14,Arizona State,NR,Pepperdine,NR,6,3,[0.6666666666666666],5,2,[0.7142857142857143]
796,400593218,12/13/14,Oregon State,NR,Miss St,NR,6,2,[0.75],5,3,[0.625]
519,400593219,12/13/14,Arizona,3,Michigan,NR,10,0,[1.0],6,4,[0.6]
1362,400593220,12/13/14,Santa Clara,NR,Washington St,NR,5,4,[0.5555555555555556],4,6,[0.4]
1361,400593221,12/13/14,UCLA,NR,Gonzaga,9,8,3,[0.7272727272727273],9,1,[0.9]
520,400593222,12/13/14,Illinois,NR,Oregon,NR,7,3,[0.7],6,3,[0.6666666666666666]
1365,400593223,12/15/14,Oregon State,NR,Grambling St,NR,7,2,[0.7777777777777778],2,6,[0.25]
1366,400593224,12/16/14,Arizona,3,Oakland,NR,11,0,[1.0],4,7,[0.36363636363636365]
1370,400593225,12/17/14,Oregon,NR,CS Northridge,NR,7,3,[0.7],3,8,[0.2727272727272727]
1369,400593226,12/17/14,Washington,16,Grambling St,NR,9,0,[1.0],2,7,[0.2222222222222222]
1374,400593227,12/20/14,Oregon,NR,Delaware State,NR,8,3,[0.7272727272727273],5,7,[0.4166666666666667]
816,400593228,12/20/14,Kentucky,1,UCLA,NR,12,0,[1.0],8,4,[0.6666666666666666]
550,400593229,12/22/14,Cal,NR,Wisconsin,6,10,2,[0.8333333333333334],11,1,[0.9166666666666666]
1384,400593230,12/22/14,Oregon,NR,UCSB,NR,9,3,[0.75],5,6,[0.45454545454545453]
1385,400593231,12/22/14,Washington,13,Tulane,NR,11,0,[1.0],9,2,[0.8181818181818182]
1386,400593232,12/23/14,Arizona State,NR,Detroit,NR,7,5,[0.5833333333333334],6,7,[0.46153846153846156]
1393,400593233,12/28/14,Washington St,NR,UC Davis,NR,6,6,[0.5],9,2,[0.8181818181818182]
1395,400593234,12/28/14,Washington,13,Stony Brook,NR,11,1,[0.9166666666666666],8,6,[0.5714285714285714]
836,400593235,12/28/14,Alabama,NR,UCLA,NR,9,3,[0.75],8,5,[0.6153846153846154]
1397,400593236,12/29/14,Stanford,NR,AR-Pine Bluff,NR,8,3,[0.7272727272727273],3,11,[0.21428571428571427]
1398,400593237,12/29/14,Oregon,NR,UC Irvine,NR,10,3,[0.7692307692307693],6,6,[0.5]
1400,400593238,12/30/14,Oregon State,NR,UCSB,NR,9,3,[0.75],5,7,[0.4166666666666667]
1399,400593239,12/30/14,Utah,10,Carroll (MT),NR,10,2,[0.8333333333333334], ,,[0.0]
1401,400593240,12/30/14,USC,NR,UVM,NR,8,4,[0.6666666666666666],5,7,[0.4166666666666667]
1402,400593241,1/2/15,Stanford,NR,Washington St,NR,9,3,[0.75],6,7,[0.46153846153846156]
1403,400593242,1/2/15,Cal,NR,Washington,21,11,3,[0.7857142857142857],11,2,[0.8461538461538461]
1404,400593243,1/2/15,Colorado,NR,UCLA,NR,8,5,[0.6153846153846154],8,6,[0.5714285714285714]
1405,400593244,1/2/15,Utah,10,USC,NR,11,2,[0.8461538461538461],8,5,[0.6153846153846154]
1406,400593245,1/3/15,Oregon,NR,Oregon State,NR,11,3,[0.7857142857142857],9,4,[0.6923076923076923]
1407,400593246,1/4/15,Colorado,NR,USC,NR,9,5,[0.6428571428571429],8,6,[0.5714285714285714]
1408,400593247,1/4/15,Utah,10,UCLA,NR,12,2,[0.8571428571428571],8,7,[0.5333333333333333]
1409,400593248,1/4/15,Cal,NR,Washington St,NR,11,4,[0.7333333333333333],7,7,[0.5]
1410,400593249,1/4/15,Arizona,8,Arizona State,NR,13,1,[0.9285714285714286],8,6,[0.5714285714285714]
1411,400593250,1/4/15,Stanford,NR,Washington,21,10,3,[0.7692307692307693],11,3,[0.7857142857142857]
1412,400593251,1/7/15,Utah,9,Colorado,NR,13,2,[0.8666666666666667],9,6,[0.6]
1413,400593252,1/7/15,USC,NR,Cal,NR,9,6,[0.6],11,5,[0.6875]
1414,400593253,1/8/15,Oregon State,NR,Arizona State,NR,10,4,[0.7142857142857143],8,7,[0.5333333333333333]
1415,400593254,1/8/15,UCLA,NR,Stanford,NR,9,7,[0.5625],10,4,[0.7142857142857143]
1416,400593255,1/8/15,Oregon,NR,Arizona,7,11,4,[0.7333333333333333],14,1,[0.9333333333333333]
1417,400593256,1/10/15,Washington,NR,Washington St,NR,11,4,[0.7333333333333333],8,7,[0.5333333333333333]
1418,400593257,1/10/15,Oregon,NR,Arizona State,NR,12,4,[0.75],8,8,[0.5]
1419,400593258,1/11/15,UCLA,NR,Cal,NR,10,7,[0.5882352941176471],11,6,[0.6470588235294118]
1420,400593259,1/11/15,Oregon State,NR,Arizona,7,11,4,[0.7333333333333333],14,2,[0.875]
1421,400593260,1/11/15,USC,NR,Stanford,NR,9,7,[0.5625],11,4,[0.7333333333333333]
1422,400593261,1/14/15,USC,NR,UCLA,NR,9,8,[0.5294117647058824],11,7,[0.6111111111111112]
1423,400593262,1/14/15,Cal,NR,Stanford,NR,11,7,[0.6111111111111112],12,4,[0.75]
1424,400593263,1/15/15,Arizona,10,Colorado,NR,15,2,[0.8823529411764706],9,7,[0.5625]
1425,400593264,1/15/15,Washington,NR,Oregon State,NR,12,4,[0.75],11,5,[0.6875]
1426,400593265,1/15/15,Arizona State,NR,Utah,8,8,9,[0.47058823529411764],14,2,[0.875]
1427,400593266,1/15/15,Washington St,NR,Oregon,NR,9,7,[0.5625],12,5,[0.7058823529411765]
1428,400593267,1/17/15,Arizona State,NR,Colorado,NR,9,9,[0.5],9,8,[0.5294117647058824]
1429,400593268,1/17/15,Arizona,10,Utah,8,16,2,[0.8888888888888888],14,3,[0.8235294117647058]
1431,400593269,1/17/15,Washington St,NR,Oregon State,NR,9,8,[0.5294117647058824],12,5,[0.7058823529411765]
1432,400593270,1/18/15,Washington,NR,Oregon,NR,13,4,[0.7647058823529411],12,6,[0.6666666666666666]
1433,400593271,1/21/15,Utah,12,Washington St,NR,15,3,[0.8333333333333334],9,9,[0.5]
1434,400593272,1/22/15,Stanford,NR,Arizona,7,13,5,[0.7222222222222222],17,2,[0.8947368421052632]
1435,400593273,1/22/15,Oregon State,NR,UCLA,NR,13,5,[0.7222222222222222],11,8,[0.5789473684210527]
1436,400593274,1/22/15,Colorado,NR,Washington,NR,9,9,[0.5],14,4,[0.7777777777777778]
1437,400593275,1/22/15,Oregon,NR,USC,NR,13,6,[0.6842105263157895],9,9,[0.5]
1438,400593276,1/22/15,Cal,NR,Arizona State,NR,11,8,[0.5789473684210527],10,9,[0.5263157894736842]
1439,400593277,1/24/15,Oregon,NR,UCLA,NR,14,6,[0.7],11,9,[0.55]
1440,400593278,1/24/15,Oregon State,NR,USC,NR,14,5,[0.7368421052631579],9,10,[0.47368421052631576]
1441,400593279,1/24/15,Colorado,NR,Washington St,NR,10,9,[0.5263157894736842],9,10,[0.47368421052631576]
1442,400593280,1/24/15,Cal,NR,Arizona,7,11,9,[0.55],18,2,[0.9]
1443,400593281,1/24/15,Stanford,NR,Arizona State,NR,14,5,[0.7368421052631579],10,10,[0.5]
1444,400593282,1/25/15,Utah,12,Washington,NR,16,3,[0.8421052631578947],14,5,[0.7368421052631579]
1445,400593283,1/28/15,Arizona State,NR,Oregon State,NR,11,10,[0.5238095238095238],14,6,[0.7]
1446,400593284,1/28/15,Arizona,6,Oregon,NR,19,2,[0.9047619047619048],14,7,[0.6666666666666666]
1447,400593285,1/28/15,Washington,NR,Stanford,NR,14,6,[0.7],15,5,[0.75]
1448,400593286,1/29/15,USC,NR,Colorado,NR,9,11,[0.45],11,9,[0.55]
1449,400593287,1/29/15,UCLA,NR,Utah,11,12,9,[0.5714285714285714],16,4,[0.8]
1450,400593288,1/29/15,Washington St,NR,Cal,NR,9,11,[0.45],12,9,[0.5714285714285714]
1451,400593289,1/30/15,Arizona State,NR,Oregon,NR,11,11,[0.5],15,7,[0.6818181818181818]
1452,400593290,1/30/15,Arizona,6,Oregon State,NR,20,2,[0.9090909090909091],14,7,[0.6666666666666666]
1453,400593291,1/31/15,Washington St,NR,Stanford,NR,10,11,[0.47619047619047616],15,6,[0.7142857142857143]
1454,400593292,1/31/15,UCLA,NR,Colorado,NR,13,9,[0.5909090909090909],11,10,[0.5238095238095238]
1455,400593293,2/1/15,USC,NR,Utah,11,9,12,[0.42857142857142855],17,4,[0.8095238095238095]
1456,400593294,2/1/15,Washington,NR,Cal,NR,14,7,[0.6666666666666666],13,9,[0.5909090909090909]
1457,400593295,2/4/15,Oregon,NR,Washington,NR,16,7,[0.6956521739130435],14,8,[0.6363636363636364]
1458,400593296,2/5/15,Stanford,NR,UCLA,NR,15,7,[0.6818181818181818],14,9,[0.6086956521739131]
1459,400593297,2/5/15,Oregon State,NR,Washington St,NR,15,7,[0.6818181818181818],10,12,[0.45454545454545453]
1460,400593298,2/5/15,Cal,NR,USC,NR,14,9,[0.6086956521739131],9,13,[0.4090909090909091]
1461,400593299,2/7/15,Arizona State,NR,Arizona,6,12,11,[0.5217391304347826],20,3,[0.8695652173913043]
1462,400593300,2/7/15,Cal,NR,UCLA,NR,15,9,[0.625],14,10,[0.5833333333333334]
1463,400593301,2/7/15,Colorado,NR,Utah,13,11,11,[0.5],18,4,[0.8181818181818182]
1464,400593302,2/8/15,Oregon State,NR,Washington,NR,16,7,[0.6956521739130435],14,9,[0.6086956521739131]
1465,400593303,2/8/15,Oregon,NR,Washington St,NR,17,7,[0.7083333333333334],10,13,[0.43478260869565216]
1466,400593304,2/8/15,Stanford,NR,USC,NR,16,7,[0.6956521739130435],9,14,[0.391304347826087]
1467,400593305,2/11/15,USC,NR,Oregon,NR,9,15,[0.375],18,7,[0.72]
1468,400593306,2/11/15,UCLA,NR,Oregon State,NR,15,10,[0.6],16,8,[0.6666666666666666]
1469,400593307,2/12/15,Utah,11,Stanford,NR,19,4,[0.8260869565217391],16,8,[0.6666666666666666]
1470,400593308,2/12/15,Colorado,NR,Cal,NR,11,12,[0.4782608695652174],16,9,[0.64]
1471,400593309,2/13/15,Washington,NR,Arizona,7,14,10,[0.5833333333333334],21,3,[0.875]
1472,400593310,2/13/15,Washington St,NR,Arizona State,NR,11,13,[0.4583333333333333],12,12,[0.5]
1473,400593311,2/14/15,UCLA,NR,Oregon,NR,16,10,[0.6153846153846154],18,8,[0.6923076923076923]
1474,400593312,2/14/15,USC,NR,Oregon State,NR,10,15,[0.4],16,9,[0.64]
1475,400593313,2/15/15,Colorado,NR,Stanford,NR,12,12,[0.5],16,9,[0.64]
1476,400593314,2/15/15,Washington,NR,Arizona State,NR,14,11,[0.56],13,12,[0.52]
1477,400593315,2/15/15,Washington St,NR,Arizona,7,11,14,[0.44],22,3,[0.88]
1478,400593316,2/15/15,Utah,11,Cal,NR,20,4,[0.8333333333333334],16,10,[0.6153846153846154]
1479,400593317,2/18/15,Arizona State,NR,UCLA,NR,14,12,[0.5384615384615384],16,11,[0.5925925925925926]
1480,400593318,2/18/15,Oregon,NR,Colorado,NR,19,8,[0.7037037037037037],12,13,[0.48]
1481,400593319,2/19/15,Arizona,7,USC,NR,23,3,[0.8846153846153846],10,16,[0.38461538461538464]
1482,400593320,2/19/15,Oregon State,NR,Utah,9,16,10,[0.6153846153846154],21,4,[0.84]
1483,400593321,2/21/15,Stanford,NR,Cal,NR,17,9,[0.6538461538461539],16,11,[0.5925925925925926]
1484,400593322,2/21/15,Arizona,7,UCLA,NR,24,3,[0.8888888888888888],16,12,[0.5714285714285714]
1485,400593323,2/21/15,Oregon State,NR,Colorado,NR,17,10,[0.6296296296296297],12,14,[0.46153846153846156]
1486,400593324,2/22/15,Oregon,NR,Utah,9,20,8,[0.7142857142857143],21,5,[0.8076923076923077]
1487,400593325,2/22/15,Washington St,NR,Washington,NR,11,15,[0.4230769230769231],15,11,[0.5769230769230769]
1488,400593326,2/22/15,Arizona State,NR,USC,NR,15,12,[0.5555555555555556],10,17,[0.37037037037037035]
1489,400593327,2/25/15,USC,NR,Washington St,NR,10,18,[0.35714285714285715],12,15,[0.4444444444444444]
1490,400593328,2/25/15,UCLA,NR,Washington,NR,17,12,[0.5862068965517241],15,12,[0.5555555555555556]
1491,400593329,2/25/15,Cal,NR,Oregon,NR,16,12,[0.5714285714285714],21,8,[0.7241379310344828]
1492,400593330,2/26/15,Colorado,NR,Arizona,7,12,15,[0.4444444444444444],25,3,[0.8928571428571429]
1493,400593331,2/26/15,Utah,13,Arizona State,NR,22,5,[0.8148148148148148],15,13,[0.5357142857142857]
1494,400593332,2/26/15,Stanford,NR,Oregon State,NR,18,9,[0.6666666666666666],17,11,[0.6071428571428571]
1496,400593333,2/28/15,USC,NR,Washington,NR,11,18,[0.3793103448275862],15,13,[0.5357142857142857]
1495,400593334,2/28/15,Utah,13,Arizona,7,22,6,[0.7857142857142857],26,3,[0.896551724137931]
1497,400593335,3/1/15,Cal,NR,Oregon State,NR,17,12,[0.5862068965517241],17,12,[0.5862068965517241]
1498,400593336,3/1/15,Stanford,NR,Oregon,NR,18,10,[0.6428571428571429],22,8,[0.7333333333333333]
1499,400593337,3/1/15,Colorado,NR,Arizona State,NR,13,15,[0.4642857142857143],15,14,[0.5172413793103449]
1500,400593338,3/1/15,UCLA,NR,Washington St,NR,18,12,[0.6],12,16,[0.42857142857142855]
1501,400593339,3/4/15,UCLA,NR,USC,NR,19,12,[0.6129032258064516],11,19,[0.36666666666666664]
1502,400593340,3/4/15,Oregon State,NR,Oregon,NR,17,13,[0.5666666666666667],23,8,[0.7419354838709677]
1503,400593341,3/5/15,Arizona,5,Cal,NR,27,3,[0.9],17,13,[0.5666666666666667]
1504,400593342,3/5/15,Washington,NR,Colorado,NR,15,14,[0.5172413793103449],14,15,[0.4827586206896552]
1506,400593343,3/5/15,Arizona State,NR,Stanford,NR,16,14,[0.5333333333333333],18,11,[0.6206896551724138]
1505,400593344,3/5/15,Washington St,NR,Utah,13,12,17,[0.41379310344827586],23,6,[0.7931034482758621]
1507,400593345,3/7/15,Arizona State,NR,Cal,NR,17,14,[0.5483870967741935],17,14,[0.5483870967741935]
1508,400593346,3/7/15,Arizona,5,Stanford,NR,28,3,[0.9032258064516129],18,12,[0.6]
1509,400593347,3/7/15,Washington,NR,Utah,13,16,14,[0.5333333333333333],23,7,[0.7666666666666667]
1510,400593348,3/7/15,Washington St,NR,Colorado,NR,13,17,[0.43333333333333335],14,16,[0.4666666666666667]
403,400594864,11/14/14,Illinois,NR,Ga Southern,NR,1,0,[1.0],0,1,[0.0]
704,400595190,11/17/14,Troy,NR,Ole Miss,NR,1,1,[0.5],1,1,[0.5]
723,400595195,11/21/14,Georgia,NR,Troy,NR,2,1,[0.6666666666666666],1,2,[0.3333333333333333]
727,400595196,11/21/14,Auburn,NR,LA-Lafayette,NR,2,1,[0.6666666666666666],1,2,[0.3333333333333333]
725,400595197,11/21/14,Florida,8,UL Monroe,NR,2,1,[0.6666666666666666],2,1,[0.6666666666666666]
741,400595205,11/25/14,Kentucky,1,UT-Arlington,NR,6,0,[1.0],3,2,[0.6]
509,400595222,12/10/14,Purdue,NR,Arkansas State,NR,8,2,[0.8],2,3,[0.4]
807,400595228,12/17/14,Miss St,NR,Arkansas State,NR,5,4,[0.5555555555555556],3,4,[0.42857142857142855]
824,400595235,12/21/14,Alabama,NR,Appalachian St,NR,8,3,[0.7272727272727273],3,6,[0.3333333333333333]
397,400595356,11/14/14,Indiana,NR,Miss Valley St,NR,1,0,[1.0],0,1,[0.0]
